row_number,name,area,status,geometry
29,สายสีม่วง,บางซื่อ - บางใหญ่,ปัจจุบัน,"LINESTRING (100.4078640000001 13.89812800000004, 100.408578 13.88995100000005, 100.4091300000001 13.88395900000005, 100.4095950000001 13.87907800000003, 100.4098090000001 13.87651700000002, 100.410032 13.87589000000001, 100.4103710000001 13.87537300000001, 100.4107060000001 13.87505700000002, 100.4110650000001 13.87481000000002, 100.4115350000001 13.87460200000002, 100.4119650000001 13.87443200000006, 100.4124750000001 13.87429400000007, 100.4129490000001 13.87424000000004, 100.417614 13.87450100000006, 100.426157 13.87515500000005, 100.4343380000001 13.87579000000004, 100.4424230000001 13.87639500000005, 100.448687 13.87680500000005, 100.449155 13.87681200000002, 100.4495560000001 13.87680500000005, 100.450269 13.87676000000003, 100.450875 13.87667900000001, 100.451307 13.87660400000003, 100.451739 13.87650700000004, 100.4520340000001 13.87643400000006, 100.4525570000001 13.87628400000004, 100.4529240000001 13.87616800000006, 100.4532990000001 13.87603300000005, 100.4542710000001 13.87564200000002, 100.455644 13.87501200000001, 100.457254 13.87430000000004, 100.460462 13.87287900000005, 100.461593 13.87234700000004, 100.462535 13.87191800000005, 100.4631520000001 13.87165200000005, 100.4637650000001 13.87140900000001, 100.4645410000001 13.87112600000005, 100.465045 13.87095600000003, 100.465845 13.87071800000006, 100.4669260000001 13.87043500000003, 100.4681800000001 13.87023100000004, 100.4690500000001 13.87011200000005, 100.469854 13.87007400000004, 100.4705870000001 13.87003500000002, 100.4717780000001 13.87002300000005, 100.4725170000001 13.87000100000004, 100.4733320000001 13.870016, 100.4744360000001 13.87008600000006, 100.4752160000001 13.87014500000002, 100.476276 13.87022900000004, 100.4771110000001 13.87030100000003, 100.479116 13.87047900000004, 100.480712 13.87060800000006, 100.481525 13.87074900000004, 100.4820020000001 13.87081000000004, 100.4830260000001 13.87079400000004, 100.483652 13.87075700000002, 100.484064 13.87069300000007, 100.4845840000001 13.87058900000004, 100.48499 13.87048300000001, 100.4854530000001 13.87034900000002, 100.4858150000001 13.87021900000007, 100.4867970000001 13.86976400000003, 100.487864 13.86921300000004, 100.4942460000001 13.86587200000002, 100.4954700000001 13.86524100000001, 100.4979990000001 13.86400600000007, 100.4997910000001 13.86321600000002, 100.5026000000001 13.86221600000004, 100.503787 13.86185200000004, 100.505653 13.86137700000006, 100.5070660000001 13.86108400000006, 100.508607 13.86081200000006, 100.514485 13.86003500000003, 100.5205670000001 13.85918400000002, 100.521227 13.85908600000005, 100.521576 13.85905000000002, 100.5216710000001 13.85891200000001, 100.521618 13.85870800000003, 100.5203880000001 13.85679900000001, 100.51707 13.85189300000006, 100.514305 13.84794000000005, 100.511104 13.84313400000006, 100.511017 13.84297400000002, 100.5110340000001 13.84286700000006, 100.511083 13.84279600000001, 100.511206 13.84268400000007, 100.5137340000001 13.84056700000001, 100.516315 13.83839200000005, 100.518578 13.83654400000006, 100.521454 13.83415300000006, 100.5235230000001 13.83238400000003, 100.5253870000001 13.83082300000005, 100.5270390000001 13.82943500000004, 100.5286090000001 13.82813700000002, 100.5313470000001 13.82582900000004, 100.5318820000001 13.82535000000006, 100.5321890000001 13.82497400000005, 100.5324360000001 13.824514, 100.532617 13.82406000000001, 100.532714 13.82374400000003, 100.532786 13.82340400000004, 100.5327950000001 13.82313000000004, 100.5327630000001 13.82260400000007, 100.5326860000001 13.82188200000005, 100.5323880000001 13.81935500000002, 100.532088 13.81683600000002, 100.5316960000001 13.81365700000003, 100.5312050000001 13.80955200000003, 100.530786 13.80647900000001)"
21,สายสีน้ำเงิน,สิรินธร - ท่าพระ,ปัจจุบัน,"LINESTRING (100.4741260000001 13.72948600000007, 100.473811256815 13.73005104919702, 100.4720050000001 13.73368400000015, 100.471568 13.73454700000013, 100.4712300000001 13.73533700000013, 100.471093 13.73601500000007, 100.470377 13.74349300000011, 100.469677 13.75201500000003, 100.4691980000001 13.75741600000015, 100.4691970000001 13.75824800000004, 100.4697420000001 13.75913500000007, 100.470692 13.76029600000004, 100.4752970000002 13.76563800000008, 100.4807450000001 13.77203800000012, 100.4820520000001 13.77350100000018, 100.4841570000002 13.7759410000001, 100.4866630000002 13.77908500000018, 100.4878920000001 13.78045900000018, 100.4943425960887 13.78449074422806)"
4,สายสีเขียวเข้ม,คูคต-สะพานใหม่,ปัจจุบัน,"LINESTRING (100.6500480000001 13.93239200000005, 100.648129 13.93243000000006, 100.6463190000001 13.93246300000004, 100.6439710000001 13.93250800000003, 100.6422150000001 13.93253500000003, 100.640441 13.93250500000004, 100.6395550000001 13.93238200000006, 100.638844 13.93215000000004, 100.6381710000001 13.93189100000007, 100.6372130000001 13.93141800000004, 100.633857 13.92954500000006, 100.628878 13.92690300000003, 100.6267790000001 13.92615100000005, 100.6264800000001 13.92597000000005, 100.6263200000001 13.92573100000003, 100.6243350000001 13.92240400000001, 100.6221680000001 13.918737, 100.6210060000001 13.91680800000006, 100.61992 13.91494600000003, 100.618656 13.91278300000004, 100.6174600000001 13.91082500000003, 100.6166580000001 13.90940400000004, 100.615846 13.90804800000006, 100.6150420000001 13.90666900000001, 100.6142150000001 13.90530800000004, 100.6134410000001 13.90401600000006, 100.612739 13.90279800000006, 100.6120220000001 13.90164400000002, 100.6109480000001 13.89972200000005, 100.6102460000001 13.89857900000003, 100.6091610000001 13.89673900000003)"
27,สายสีเทา,ฉลองรัช - พระราม4,อนาคต,"LINESTRING (100.559372 13.72007400000007, 100.5602960000001 13.71972800000003, 100.5619320000001 13.71903400000002, 100.5621350000002 13.7189580000001, 100.5624030000001 13.71888100000012, 100.5627480000001 13.71886100000006, 100.562996 13.71887800000007, 100.5632980000001 13.71895899999998, 100.5647900000001 13.71957200000008, 100.5650670000001 13.71966800000007, 100.5653080000002 13.71967599999999, 100.565495 13.71963800000003, 100.567011 13.71898700000003, 100.5685520000002 13.718345, 100.5731400000002 13.71637800000013, 100.5740330000002 13.71602300000006, 100.5767610000001 13.71488199999999, 100.5786550000001 13.71408300000013, 100.5801420000001 13.71342300000009, 100.5803430000002 13.71333500000009, 100.580851486302 13.71312933818751, 100.5811370216227 13.71309126681143, 100.5836131664537 13.7130646005877, 100.5865812284039 13.71291042777506, 100.5901161556743 13.71282857431646, 100.5903560053437 13.71286283855483, 100.59118976848 13.71318263811412, 100.5915666751033 13.71337680213213, 100.5918293675984 13.71358238756295, 100.5922862241115 13.71406208690172, 100.592316422946 13.71409304839335, 100.5923411859379 13.71412850791672, 100.5923598540852 13.71416752180964, 100.5923719305842 13.71420905181972, 100.5923770940505 13.71425199273471, 100.592375207072 13.71429520179484, 100.5923663198657 13.71433752910434, 100.5923506689413 13.71437784823293, 100.5923286708071 13.71441508619279, 100.5923009108856 13.71444825199334, 100.5922681279344 13.7144764630138, 100.5917688939957 13.71483788361249, 100.5912680000001 13.71519700000016, 100.58515 13.71956200000017, 100.579287 13.72371100000009, 100.5793290000001 13.72374500000006, 100.5793780000001 13.72380800000013, 100.579414 13.72390000000007, 100.5794240000002 13.72398400000009, 100.5794060000001 13.72479300000009, 100.5793960000002 13.72522300000014, 100.579398 13.72533499999997, 100.5794100000001 13.72539000000012, 100.5794710000002 13.72548500000016, 100.5798270000001 13.72604799999999, 100.58018 13.72659300000015, 100.580367 13.72691099999997, 100.5806860000001 13.72748100000007, 100.5807240000001 13.72756600000002, 100.580738 13.72764400000005, 100.5807420000002 13.72772400000014, 100.580824 13.72850900000003, 100.5808550000001 13.72875500000015, 100.58088 13.72892600000011, 100.580908 13.72911200000004, 100.5809620000001 13.72929500000009, 100.5810400000001 13.72951900000015, 100.5813840000002 13.730503, 100.582037 13.73242900000002, 100.5834300000002 13.73656000000005, 100.5845 13.73974299999998, 100.585378 13.74228699999998, 100.5857260000001 13.74329, 100.5860210000001 13.74421100000001, 100.5860520000001 13.74430800000005, 100.5860970000001 13.74435900000003, 100.5861520000001 13.74438500000002, 100.586213 13.74439500000017, 100.5863110000001 13.74438400000014, 100.5869100000002 13.74423900000005, 100.5877540000002 13.74405800000017, 100.5886700000001 13.74385400000017, 100.5897330000001 13.74361000000005, 100.5899690000001 13.74354900000014, 100.5900890000001 13.74351900000016, 100.59018 13.74350100000009, 100.5902960000002 13.74350900000019, 100.590382 13.74353400000012, 100.590427 13.74356700000004, 100.590472 13.74361599999997, 100.5905090000001 13.74368700000002, 100.5905320000002 13.74375600000002, 100.5908470000001 13.74470800000012, 100.5911770000001 13.745701, 100.5916690000001 13.74721000000017, 100.5921390000001 13.74860600000005, 100.5924760000001 13.74956300000002, 100.5927770000001 13.75050600000003, 100.593162 13.75168000000002, 100.5947320000001 13.75613200000015, 100.5949860000001 13.75703600000014, 100.5950900000002 13.75776200000018, 100.5951160000002 13.75829100000004, 100.5952150000001 13.75880500000017, 100.5953870000001 13.75925000000018, 100.5957970000001 13.75982700000014, 100.596359 13.76046600000006, 100.5980230000002 13.76246400000002, 100.599614 13.76441700000015, 100.6008020000001 13.76592700000003, 100.6026400000001 13.76819599999999, 100.6035450000001 13.76932500000015, 100.6044770000001 13.77046500000017, 100.6049370000001 13.77111600000001, 100.6053650000002 13.77188500000005, 100.60605 13.77318900000012, 100.6061570000002 13.77343500000006, 100.606235 13.7737150000001, 100.6063600000001 13.77436800000015, 100.6067660000001 13.77689499999997, 100.6070960000001 13.77903400000002, 100.6071910000001 13.77986500000003, 100.6075390000001 13.78309000000007, 100.6076610000001 13.78441700000008, 100.60774 13.78506600000014, 100.6078550000001 13.78553700000003, 100.6079940000001 13.78593799999999, 100.608066 13.78612400000009)"
34,สายสีเขียวเข้ม,แยกเกษตร-หมอชิต,ปัจจุบัน,"LINESTRING (100.5769970000001 13.84209100000004, 100.5732280000001 13.83566400000005, 100.569508 13.82937900000005, 100.5663030000001 13.82389000000006, 100.5616710000001 13.81605700000005)"
49,สายสีทอง,คลองสาน-สะพานพุทธ,อนาคต,"LINESTRING (100.4958813849168 13.73446553682828, 100.5022263481725 13.73231562555014, 100.5060790059059 13.73098540492251)"
36,สายสีเหลือง,รัชดา - ลาดพร้าว - พัฒนาการ,อนาคต,"LINESTRING (100.6450570000002 13.7512430000001, 100.6460953000001 13.75522580000012, 100.6457681918047 13.75961246043767, 100.645564482156 13.76225548215615, 100.6453288979996 13.76537525950852, 100.6453310217339 13.76545795460805, 100.6453261150619 13.76554053132574, 100.6453142134345 13.7656223930445, 100.6452954028408 13.76570294831311, 100.6452698191876 13.76578161511945, 100.6452376473167 13.76585782509556, 100.6451991196701 13.76593102762408, 100.6451545146102 13.76600069381647, 100.6451041544086 13.76606632033424, 100.6450484029181 13.76612743302555, 100.6449876629433 13.76618359035099, 100.6449223733309 13.76623438657366, 100.6448530057984 13.76627945469068, 100.6404637995594 13.76887274260542, 100.6289706856513 13.77515600000015, 100.6180970000001 13.78117900000007, 100.6130314795903 13.78413435077056, 100.6077484620551 13.78707209581796, 100.5944000000001 13.7944280000001, 100.5831384000001 13.80072670000004, 100.5747670000002 13.80540100000013, 100.5753760756736 13.81695245627094, 100.5754774407125 13.81868946280508, 100.575461538532 13.81892538381299, 100.5754385968562 13.81916072458893, 100.5754086361564 13.81939527513312, 100.5753716831672 13.8196288261509, 100.5753277708626 13.81986116923949, 100.5752769384265 13.820092097074, 100.5752192312178 13.82032140359239, 100.5751547007299 13.82054888417937, 100.5750834045449 13.82077433584895, 100.5750054062819 13.82099755742559, 100.5749207755405 13.82121834972373, 100.5748295878385 13.82143651572549, 100.5747319245449 13.82165186075651, 100.5746278728066 13.82186419265962, 100.5745175254714 13.82207332196636, 100.5744009810047 13.82227906206598, 100.5742783434017 13.82248122937205, 100.5741497220947 13.82267964348617, 100.5740152318552 13.82287412735903, 100.573874992692 13.82306450744833, 100.5737291297435 13.82325061387371, 100.5735777731664 13.82343228056826, 100.5734210580198 13.82360934542676, 100.5732591241438 13.82378165045029, 100.5730921160358 13.82394904188726, 100.5729201827208 13.82411137037057, 100.5727434776186 13.82426849105091, 100.5725621584073 13.824420263726, 100.5723763868819 13.82456655296571, 100.5721863288104 13.82470722823291, 100.5719921537861 13.82484216399993, 100.5717940350754 13.82497123986059, 100.5704805726003 13.82579929229058, 100.5680603179396 13.82689964685522)"
20,สายสีเหลือง,พัฒนาการ - สำโรง,อนาคต,"LINESTRING (100.5954 13.64551800000003, 100.598641 13.64437200000002, 100.599585 13.64405400000004, 100.6001 13.64386400000005, 100.600327 13.64377600000005, 100.600505 13.64368000000006, 100.6007220000001 13.64354900000006, 100.6024810000001 13.64234700000002, 100.603591 13.64155900000002, 100.6038140000001 13.64140200000001, 100.6041050000001 13.64117200000003, 100.604319 13.64098500000004, 100.6057110000001 13.63971800000006, 100.60798 13.63784300000003, 100.6083050000001 13.63761400000004, 100.608594 13.63745200000005, 100.6109250000001 13.63620800000005, 100.6134910000001 13.63483600000006, 100.6149100000001 13.634064, 100.618315 13.63222800000004, 100.622112 13.63020500000004, 100.6234460000001 13.62949100000002, 100.6247990000001 13.62877000000002, 100.625887 13.62817500000005, 100.6261540000001 13.62801900000004, 100.6262590000001 13.62797400000003, 100.626365 13.62794600000005, 100.626574 13.62791700000001, 100.6267220000001 13.62789600000002, 100.6268320000001 13.62789700000005, 100.6269290000001 13.62790700000004, 100.6270200000001 13.62794800000005, 100.6270730000001 13.62799400000006, 100.627142 13.62810400000006, 100.627419 13.62857700000006, 100.6283750000001 13.63016800000001, 100.630021 13.63295000000004, 100.632446 13.63702600000004, 100.6331870000001 13.63831700000001, 100.6345410000001 13.64058600000004, 100.6360300000001 13.64310900000004, 100.636699 13.64425500000003, 100.6371920000001 13.64508900000002, 100.637683 13.64593500000005, 100.6383730000001 13.64709100000003, 100.638709 13.64765700000002, 100.6393890000001 13.64881700000006, 100.639618 13.64921100000003, 100.6400390000001 13.64991600000006, 100.640403 13.65050100000007, 100.6408630000001 13.65129100000006, 100.641237 13.65192800000005, 100.6413840000001 13.65221600000005, 100.6415170000001 13.65252800000006, 100.6416370000001 13.65285200000003, 100.6417250000001 13.65309800000004, 100.6418110000001 13.65339200000004, 100.6418110000001 13.65339400000004, 100.641862 13.65356800000005, 100.6421510000001 13.65507300000006, 100.642652 13.65732800000005, 100.6432890000001 13.66048700000003, 100.6436350000001 13.66228400000004, 100.6440360000001 13.66415800000003, 100.6445880000001 13.66685800000004, 100.644727 13.66744300000004, 100.6451180000001 13.66914700000007, 100.6452770000001 13.66990500000002, 100.6454220000001 13.67082900000001, 100.645551 13.67171900000004, 100.6456070000001 13.67222000000003, 100.645688 13.67317600000006, 100.6458440000001 13.67519200000003, 100.6459620000001 13.67679200000003, 100.6460920000001 13.67852400000003, 100.6461350000001 13.67908800000002, 100.6462040000001 13.68003200000002, 100.6463450000001 13.68163600000002, 100.6464120000001 13.68236900000004, 100.64651 13.68346900000005, 100.6466270000001 13.68473200000004, 100.646707 13.68559700000003, 100.6468380000001 13.68739900000002, 100.6469420000001 13.68894300000005, 100.6470810000001 13.69070300000004, 100.6471730000001 13.69164400000004, 100.6472570000001 13.69270000000005, 100.6472900000001 13.69320100000004, 100.6473530000001 13.69412600000003, 100.6473910000001 13.69461700000005, 100.6474830000001 13.69566300000002, 100.64749 13.69583100000004, 100.647477 13.69628000000005, 100.6474360000001 13.69676500000001, 100.6474 13.69703700000002, 100.6473640000001 13.69727900000003, 100.6471880000001 13.69807800000007, 100.646687 13.70011600000002, 100.6462770000001 13.70187700000002, 100.6457940000001 13.70399700000005, 100.6453440000001 13.70597200000002, 100.644957 13.70755400000007, 100.6445670000001 13.70923500000004, 100.64405 13.71145800000004, 100.64347 13.71399700000006, 100.6431770000001 13.71526500000003, 100.6427510000001 13.71705400000007, 100.642481 13.71825400000004, 100.6423570000001 13.71878900000007, 100.6422790000001 13.71918600000003, 100.642185 13.71993700000007, 100.6421400000001 13.72057500000006, 100.642036 13.72181400000003, 100.64197 13.72288700000005, 100.6418870000001 13.72387700000006, 100.641803 13.72489300000007, 100.6417490000001 13.72571300000003, 100.6416940000001 13.72637900000006, 100.641641 13.72707800000006, 100.641563 13.72814500000004, 100.641465 13.72932600000005, 100.6413890000001 13.73021700000002, 100.6413410000001 13.73103700000005, 100.6412570000001 13.73227700000005, 100.6411650000001 13.73348400000002, 100.641078 13.73460800000003, 100.641054 13.73508200000003, 100.6410180000001 13.73548500000004, 100.641011 13.73557700000003, 100.641023 13.73565700000006, 100.641128 13.73608200000006, 100.641501 13.73743900000005, 100.641506 13.73743600000005, 100.6419420000001 13.73857300000002, 100.642134 13.73937100000006, 100.6450570000001 13.75124300000003)"
45,สายสีเทา,วัชรพล - ฉลองรัช,อนาคต,"LINESTRING (100.6080640000001 13.78611600000004, 100.60959 13.78944500000005, 100.6102770000001 13.79088300000005, 100.6105410000001 13.79180300000006, 100.6107850000001 13.79252900000005, 100.611044 13.79311400000006, 100.6112790000001 13.79353200000003, 100.6119790000001 13.79470200000001, 100.613505 13.79787200000003, 100.6159950000001 13.80331700000003, 100.6192960000001 13.81054300000004, 100.6214330000001 13.81408000000003, 100.6232830000001 13.81736900000004, 100.6243840000001 13.81898400000004, 100.625682 13.82126600000002, 100.6259930000001 13.82194900000007, 100.627101 13.82462500000001, 100.628105 13.82709800000003, 100.6287740000001 13.82869400000003, 100.629282 13.82995300000004, 100.6299480000001 13.83201700000006, 100.630448 13.83329000000003, 100.631089 13.83457500000001, 100.6314790000001 13.83533600000003, 100.632883 13.83792000000003, 100.633475 13.83899300000006, 100.6340500000001 13.84011600000002, 100.6346050000001 13.84128200000002, 100.6350880000001 13.84223000000002, 100.6370920000001 13.84577500000006, 100.6381290000001 13.84790100000002, 100.639681 13.85093400000006)"
32,สายสีน้ำเงิน,หลักสอง - หัวลำโพง,ปัจจุบัน,"LINESTRING (100.410529026758 13.71103830636463, 100.4108750000002 13.71106400000031, 100.4265290000003 13.7123230000002, 100.4302420000004 13.71259300000014, 100.4337420000002 13.71288600000025, 100.4373820000003 13.71316700000023, 100.4390910000003 13.71336700000023, 100.4401360000003 13.7137220000003, 100.4429900000003 13.7146450000003, 100.4471470000004 13.71600300000023, 100.4489410000003 13.71654700000028, 100.4504020000002 13.71702400000032, 100.4520940000003 13.71759100000014, 100.4529910000002 13.71793100000019, 100.4539000000003 13.71836700000023, 100.4562420000003 13.71962400000029, 100.458076904494 13.72072542209679, 100.4593040000003 13.72146199999997, 100.4618020000002 13.72282200000024, 100.4638020000002 13.72393900000031, 100.4715840000003 13.72808400000025, 100.4741255808833 13.72948687355392)"
3,สายสีน้ำเงิน,บางซื่อ - ท่าพระ - หัวลำโพง,ปัจจุบัน,"LINESTRING (100.530454900597 13.80631701003414, 100.533867 13.80491700000004, 100.5374180000001 13.80363200000004, 100.5396410000001 13.80263100000006, 100.540145 13.80234600000005, 100.5404970000001 13.80205700000004, 100.5409040000001 13.80142200000005, 100.541342 13.80062600000002, 100.5420590000001 13.79927100000003, 100.5423510000001 13.79878000000001, 100.5425890000001 13.79841800000001, 100.542802 13.79813400000005, 100.5430200000001 13.79791300000004, 100.543276 13.79771300000004, 100.543551 13.79758400000002, 100.54379 13.79753700000004)"
11,สายสีน้ำเงิน,หลักสอง - หัวลำโพง,ปัจจุบัน,"LINESTRING (100.5161570000003 13.73786700000011, 100.5155990063 13.73804100016173, 100.5153860086545 13.73809300037067, 100.5151960108406 13.73816400030586, 100.5150160130218 13.73826299992061, 100.5145200195394 13.7386819973662, 100.5124180467212 13.74033098783428, 100.5088430928516 13.74310697191424, 100.5078341059424 13.7439109672116, 100.50589313088 13.74538695888646, 100.5042851517205 13.74666195145647, 100.5041661531506 13.7467239512369, 100.5040671542583 13.74675195129481, 100.5038961561252 13.74678695153131, 100.5037101581661 13.74682795175869, 100.5033781618187 13.74690395213605, 100.5030781649991 13.74693795283076, 100.5023861721701 13.74696895491752, 100.5008691879426 13.74705195933825, 100.4995802013668 13.74712896302844, 100.4986222113396 13.74718496578379, 100.4961792366296 13.74728697322644, 100.4953232454709 13.74731697589277, 100.4946362526259 13.74735797786008, 100.4944782541758 13.74733997859238, 100.4943732551088 13.74729997936538, 100.4943042556046 13.74723998021716, 100.4942672557981 13.74718698088685, 100.4942292558875 13.74710098189655, 100.494207255685 13.74697798322859, 100.494209254984 13.74678198522213, 100.4942762528345 13.74635998929682, 100.4944522470654 13.74521600036246, 100.4947542369263 13.74318402005457, 100.4947772359659 13.74297502210794, 100.494760235292 13.74273102465747, 100.4946742352218 13.74245802774277, 100.4944382359533 13.74197503349234, 100.4940582375227 13.74131004159966, 100.4931792401293 13.73947706336151, 100.492712241427 13.73847807518024, 100.4923992429862 13.73800708107467, 100.4919912459873 13.73767208591079, 100.491563249946 13.7375540886016, 100.4907842575918 13.73746609220495, 100.4902282631593 13.73743509445234, 100.4897122686448 13.73749809560115, 100.4889082775251 13.73769209641301, 100.4881262862606 13.73790909691377, 100.4872412959121 13.73808709817018, 100.4867953002455 13.738024100362, 100.4863553039484 13.73779710420695, 100.4854193106444 13.73697411585766, 100.4844943170716 13.73610612792987, 100.482990327398 13.73465914792206, 100.4814273393928 13.73351916498615, 100.479274356302 13.73206018735482, 100.4784690024331 13.73155427311468, 100.4750461585066 13.72992420815899, 100.4750229724057 13.72991428604251, 100.4748236944064 13.72982871295824, 100.4741263999094 13.72948623150506)"
9,สายสีเขียวอ่อน,ยศเส - สะพานตากสิน,ปัจจุบัน,"LINESTRING (100.514215 13.71879100000005, 100.5167430000001 13.71814000000004, 100.517157 13.71809100000006, 100.5179350000001 13.71825000000006, 100.5214080000001 13.71923600000001, 100.5265050000001 13.72076600000003, 100.5284770000001 13.72132000000006, 100.5288870000001 13.72137200000002, 100.52915 13.72139100000003, 100.5295000000001 13.72147500000004, 100.529816 13.72168300000003, 100.529929 13.72184700000001, 100.530037 13.72207300000002, 100.5300530000001 13.72233600000003, 100.5300210000001 13.72254300000002, 100.5298760000001 13.722839, 100.5292920000001 13.72392, 100.5287490000001 13.72481500000002, 100.5284770000001 13.72510200000003, 100.5283390000001 13.72527900000005, 100.5282090000001 13.72552400000005, 100.5282120000001 13.72552200000006, 100.5281540000001 13.72572700000005, 100.5281590000001 13.72590200000006, 100.5282120000001 13.72612700000007, 100.528271 13.72627200000005, 100.5283810000001 13.72640200000005, 100.528541 13.72652300000004, 100.5289080000001 13.72664400000002, 100.53281 13.72801800000006, 100.5343290000001 13.72855500000002, 100.5358780000001 13.72911600000003, 100.5362200000001 13.72935400000004, 100.536723 13.730066, 100.53709 13.73066600000004, 100.538685 13.73479800000006, 100.5387950000001 13.73520000000008, 100.5389210000001 13.73601300000006, 100.539047 13.73668500000001, 100.539155 13.73753900000002, 100.5394630000001 13.73943900000005, 100.5400060000001 13.74291700000003, 100.5401890000001 13.74380400000005, 100.540197 13.743979, 100.540129 13.74427400000008, 100.540034 13.74444900000002, 100.5398670000001 13.74460000000003, 100.5397510000001 13.74466800000005, 100.539612 13.74471500000002, 100.5394670000001 13.74473700000003, 100.5389680000001 13.74478200000002, 100.5384740000001 13.74481100000001, 100.5344250000001 13.74554200000005, 100.523352 13.74749900000004, 100.5214960000001 13.74780500000003, 100.5207600000001 13.74793000000004, 100.519896 13.74809700000001, 100.519099 13.74825900000006, 100.5186300000001 13.74842900000003, 100.5178520000001 13.74869400000005)"
48,สายสีทอง,กรุงธนบุรี-คลองสาน,ปัจจุบัน,"LINESTRING (100.5060790059059 13.73098540492251, 100.5086258748385 13.73010603856704, 100.5091107414827 13.72565909506972, 100.5089681336462 13.72261129694277, 100.5088825689443 13.72146143554539, 100.5075064033214 13.72175121038453, 100.5069062620091 13.72188397562934, 100.5066388723158 13.72191861002887, 100.5064190185676 13.72192438242814, 100.5061753968467 13.72184356882366, 100.5060149630307 13.72170503115109, 100.5058842391804 13.72140486591354, 100.5054564156707 13.7210816106126, 100.5027030000001 13.72092299999997)"
47,สายสีเขียวเข้ม,สมุทรปราการ - บางปู,ปัจจุบัน,"LINESTRING (100.6550000000001 13.52150300000011, 100.650176 13.52257600000007, 100.6431710000001 13.52414800000014, 100.6410850000001 13.52463300000011, 100.6406820000002 13.52478400000018, 100.640291 13.52498300000008, 100.6349010000001 13.52889200000004, 100.632212 13.53087900000014, 100.628992 13.53327400000006, 100.6260200000002 13.53543700000017, 100.6228640000002 13.53774600000008, 100.621478 13.53877100000017, 100.6211780000001 13.53909200000004, 100.620969 13.53935100000018, 100.6204520000001 13.54044200000004, 100.6171850000001 13.54734900000005, 100.6151890000002 13.55152100000009, 100.6144150000001 13.55311899999998, 100.6138870000001 13.55423600000006, 100.613453 13.55516700000015, 100.6129200000002 13.55626600000016, 100.6125250000002 13.55712300000016, 100.6120600000001 13.55808400000012, 100.6116410000001 13.55896200000012, 100.6111870000001 13.55989800000009, 100.6108070000001 13.56072800000004, 100.6104400000002 13.56145500000014, 100.6100620000001 13.56232000000011, 100.6096160000002 13.56323200000008, 100.6092720000001 13.5639450000001, 100.6088740000001 13.56480500000004, 100.608474 13.56562700000018, 100.6078550000001 13.56691900000015, 100.6077122483297 13.56722170233729)"
44,Airport Rail Link,พญาไท - ดอนเมือง,อนาคต,"LINESTRING (100.5349214395062 13.75672922680644, 100.5316442172429 13.75743097525657, 100.5258421395261 13.75873872702527, 100.525269165316 13.75890243394247, 100.5251316147201 13.75896164162768, 100.5249969278666 13.7590271028218, 100.5248653888797 13.75909867943342, 100.5247372752427 13.75917622047059, 100.5246128572134 13.75925956235928, 100.5244923972535 13.7593485292885, 100.5243761494752 13.75944293358114, 100.524264359105 13.75954257608988, 100.5241572619663 13.75964724661733, 100.5240550839823 13.75975672435938, 100.5239580406989 13.75987077837105, 100.5238663368306 13.75998916805366, 100.5237801658278 13.76011164366232, 100.5236997094699 13.76023794683287, 100.5236251374806 13.76036781112681, 100.5235566071708 13.76050096259342, 100.5234942631061 13.76063712034761, 100.5234382368024 13.76077599716252, 100.5233886464481 13.76091730007536, 100.5233455966546 13.76106073100545, 100.5233091782362 13.76120598738304, 100.5232794680182 13.76135276278755, 100.5232565286747 13.76150074759402, 100.5232404085966 13.7616496296262, 100.5232311417894 13.76179909481516, 100.5232287478017 13.76194882786177, 100.5232332316835 13.76209851290187, 100.5232445839762 13.76224783417255, 100.5232627807317 13.76239647667829, 100.5232877835638 13.76254412685544, 100.5233195397287 13.76269047323366, 100.5233579822361 13.76283520709302, 100.5265331350021 13.77065435390426, 100.5291524456774 13.77714171639059, 100.5313910425917 13.78269633016254, 100.5332184686441 13.78712783833987, 100.5352134087515 13.79204666013118, 100.5365535211901 13.79535125557607, 100.5380427465182 13.79885191860791, 100.5397940298184 13.80297314507004, 100.5401366722033 13.80368698337173, 100.5434714693537 13.80677756374843, 100.5443816306376 13.80950238607016, 100.5434108105474 13.81216738239669, 100.5440294704089 13.81469912890691, 100.5449336655911 13.8170119650045, 100.5486170712283 13.82436925843461, 100.5517008526919 13.83014658975679, 100.5541183850738 13.83452289443881, 100.5553633190722 13.83688712689428, 100.5563455605754 13.83876023859807, 100.5574077519684 13.84077040725572, 100.559098121067 13.84383134589376, 100.5613367179812 13.8480115829887, 100.563621000547 13.85211187019394, 100.5659852330023 13.85662332826098, 100.5678126590549 13.86002690928387, 100.5694687639149 13.86311069074748, 100.5728038164607 13.86933536073866, 100.5750766776135 13.87344706935687, 100.5770640034456 13.87704481439778, 100.5793597074239 13.88109941595167, 100.5820323180258 13.88583930227526, 100.5856643273052 13.89230382193603, 100.5914778264348 13.90253360069238, 100.5968230476382 13.912066673266, 100.5978598184557 13.91410785423142)"
